ID,Age,Prof,Level,Place,A01,A02,A03,A04,A05,A06,B01,B02,B03,B04,B05,B06,C01,C02,C03,C04,C05,C06,D01,D02,D03,D04,D05,D06,GF01,GF02,GF03,GF04,GF05,GF06,GF07,GF08,GF09,GF10,GF11,GF12,UF01,UF02,UF03,UF04,UF05,UF06,UF07,UF08,UF09,UF10,UF11,UF12,UF13,UF14,UF15,UF16,UF17,UF18,UF19,UF20,UF21,UF22,UF23,UF24,UF25,UF26,UF27,UF28,UF29,UF30,UF31,UF32,UF33,UF34,UF35,UF36,ZA01,ZA02,ZA03,ZA04,ZA05,ZA06,ZB01,ZB02,ZB03,ZB04,ZB05,ZB06,ZC01,ZC02,ZC03,ZC04,ZC05,ZC06,ZD01,ZD02,ZD03,ZD04,ZD05,ZD06,ZGF01,ZGF02,ZGF03,ZGF04,ZGF05,ZGF06,ZGF07,ZGF08,ZGF09,ZGF10,ZGF11,ZGF12,ZUF01,ZUF02,ZUF03,ZUF04,ZUF05,ZUF06,ZUF07,ZUF08,ZUF09,ZUF10,ZUF11,ZUF12,ZUF13,ZUF14,ZUF15,ZUF16,ZUF17,ZUF18,ZUF19,ZUF20,ZUF21,ZUF22,ZUF23,ZUF24,ZUF25,ZUF26,ZUF27,ZUF28,ZUF29,ZUF30,ZUF31,ZUF32,ZUF33,ZUF34,ZUF35,ZUF36
JE60,19,21,Int,Jordan,3,5,3,5,3,4,3,6,4,5,5,3,2,3,5,4,4,2,2,6,3,4,4,6,5,7,7,5,6,7,7,4,6,6,4,5,5,5,6,6,6,7,6,3,6,6,4,6,7,3,7,5,4,2,5,2,2,1,1,5,2,1,2,5,4,5,4,3,5,4,2,5,0.829442349,-0.367690938,0.829442349,-0.367690938,0.829442349,0.230875705,0.829442349,-0.966257581,0.230875705,-0.367690938,-0.367690938,0.829442349,1.428008992,0.829442349,-0.367690938,0.230875705,0.230875705,1.428008992,1.428008992,-0.966257581,0.829442349,0.230875705,0.230875705,-0.966257581,-0.367690938,-1.564824225,-1.564824225,-0.367690938,-0.966257581,-1.564824225,-1.564824225,0.230875705,-0.966257581,-0.966257581,0.230875705,-0.367690938,-0.367690938,-0.367690938,-0.966257581,-0.966257581,-0.966257581,-1.564824225,-0.966257581,0.829442349,-0.966257581,-0.966257581,0.230875705,-0.966257581,-1.564824225,0.829442349,-1.564824225,-0.367690938,0.230875705,1.428008992,-0.367690938,1.428008992,1.428008992,2.026575635,2.026575635,-0.367690938,1.428008992,2.026575635,1.428008992,-0.367690938,0.230875705,-0.367690938,0.230875705,0.829442349,-0.367690938,0.230875705,1.428008992,-0.367690938
JE11,19,22,Int,Jordan,4,3,6,4,4,3,4,4,3,3,6,7,2,5,4,2,6,7,6,6,3,5,7,2,7,7,7,4,4,5,5,4,6,5,7,4,4,6,5,6,5,5,5,4,5,6,3,4,5,1,1,2,3,2,7,1,1,1,5,2,5,2,5,5,2,4,5,4,3,4,2,2,0.130294973,0.700335479,-1.00978604,0.130294973,0.130294973,0.700335479,0.130294973,0.130294973,0.700335479,0.700335479,-1.00978604,-1.579826546,1.270375985,-0.439745533,0.130294973,1.270375985,-1.00978604,-1.579826546,-1.00978604,-1.00978604,0.700335479,-0.439745533,-1.579826546,1.270375985,-1.579826546,-1.579826546,-1.579826546,0.130294973,0.130294973,-0.439745533,-0.439745533,0.130294973,-1.00978604,-0.439745533,-1.579826546,0.130294973,0.130294973,-1.00978604,-0.439745533,-1.00978604,-0.439745533,-0.439745533,-0.439745533,0.130294973,-0.439745533,-1.00978604,0.700335479,0.130294973,-0.439745533,1.840416491,1.840416491,1.270375985,0.700335479,1.270375985,-1.579826546,1.840416491,1.840416491,1.840416491,-0.439745533,1.270375985,-0.439745533,1.270375985,-0.439745533,-0.439745533,1.270375985,0.130294973,-0.439745533,0.130294973,0.700335479,0.130294973,1.270375985,1.270375985
JE31,28,22,Int,Jordan,5,1,5,7,4,4,5,5,4,5,5,6,3,2,2,1,2,4,7,7,2,5,7,3,5,7,6,2,5,5,2,5,3,5,2,5,5,4,3,2,2,1,4,3,2,5,6,2,2,3,3,3,3,3,3,3,4,3,5,2,2,1,4,3,4,2,3,4,2,4,2,2,-0.836610629,1.655421031,-0.836610629,-2.082626459,-0.213602714,-0.213602714,-0.836610629,-0.836610629,-0.213602714,-0.836610629,-0.836610629,-1.459618544,0.409405201,1.032413116,1.032413116,1.655421031,1.032413116,-0.213602714,-2.082626459,-2.082626459,1.032413116,-0.836610629,-2.082626459,0.409405201,-0.836610629,-2.082626459,-1.459618544,1.032413116,-0.836610629,-0.836610629,1.032413116,-0.836610629,0.409405201,-0.836610629,1.032413116,-0.836610629,-0.836610629,-0.213602714,0.409405201,1.032413116,1.032413116,1.655421031,-0.213602714,0.409405201,1.032413116,-0.836610629,-1.459618544,1.032413116,1.032413116,0.409405201,0.409405201,0.409405201,0.409405201,0.409405201,0.409405201,0.409405201,-0.213602714,0.409405201,-0.836610629,1.032413116,1.032413116,1.655421031,-0.213602714,0.409405201,-0.213602714,1.032413116,0.409405201,-0.213602714,1.032413116,-0.213602714,1.032413116,1.032413116
JE65,23,22,Int,Jordan,4,4,5,4,4,5,4,5,4,4,4,6,2,2,2,1,2,1,4,4,2,5,5,6,4,5,4,4,5,4,4,5,2,4,4,3,4,4,4,4,3,4,3,4,4,3,3,4,4,4,3,4,4,3,3,4,4,5,4,3,3,4,4,4,3,3,4,3,4,4,4,4,-0.260232259,-0.260232259,-1.272246601,-0.260232259,-0.260232259,-1.272246601,-0.260232259,-1.272246601,-0.260232259,-0.260232259,-0.260232259,-2.284260943,1.763796424,1.763796424,1.763796424,2.775810766,1.763796424,2.775810766,-0.260232259,-0.260232259,1.763796424,-1.272246601,-1.272246601,-2.284260943,-0.260232259,-1.272246601,-0.260232259,-0.260232259,-1.272246601,-0.260232259,-0.260232259,-1.272246601,1.763796424,-0.260232259,-0.260232259,0.751782082,-0.260232259,-0.260232259,-0.260232259,-0.260232259,0.751782082,-0.260232259,0.751782082,-0.260232259,-0.260232259,0.751782082,0.751782082,-0.260232259,-0.260232259,-0.260232259,0.751782082,-0.260232259,-0.260232259,0.751782082,0.751782082,-0.260232259,-0.260232259,-1.272246601,-0.260232259,0.751782082,0.751782082,-0.260232259,-0.260232259,-0.260232259,0.751782082,0.751782082,-0.260232259,0.751782082,-0.260232259,-0.260232259,-0.260232259,-0.260232259
JE22,18,24,Int,Jordan,3,4,5,1,1,5,6,6,5,1,6,2,1,2,6,6,3,5,2,4,5,5,6,7,7,1,7,5,7,5,2,5,3,2,7,4,7,4,5,5,5,4,3,1,6,6,4,4,4,4,1,3,7,4,5,5,4,2,1,2,2,3,3,1,4,2,2,4,4,5,4,5,0.538438452,0,-0.538438452,1.615315355,1.615315355,-0.538438452,-1.076876904,-1.076876904,-0.538438452,1.615315355,-1.076876904,1.076876904,1.615315355,1.076876904,-1.076876904,-1.076876904,0.538438452,-0.538438452,1.076876904,0,-0.538438452,-0.538438452,-1.076876904,-1.615315355,-1.615315355,1.615315355,-1.615315355,-0.538438452,-1.615315355,-0.538438452,1.076876904,-0.538438452,0.538438452,1.076876904,-1.615315355,0,-1.615315355,0,-0.538438452,-0.538438452,-0.538438452,0,0.538438452,1.615315355,-1.076876904,-1.076876904,0,0,0,0,1.615315355,0.538438452,-1.615315355,0,-0.538438452,-0.538438452,0,1.076876904,1.615315355,1.076876904,1.076876904,0.538438452,0.538438452,1.615315355,0,1.076876904,1.076876904,0,0,-0.538438452,0,-0.538438452
JE32,19,25,Int,Jordan,7,2,3,6,6,5,3,1,4,2,1,3,2,2,2,2,2,2,2,5,5,5,5,3,1,3,2,2,2,2,5,2,2,1,2,3,3,3,6,5,1,4,3,3,5,5,4,3,4,4,4,5,2,3,2,3,1,4,4,3,4,1,1,4,5,2,1,1,3,3,3,3,-2.789329519,0.735094061,0.030209345,-2.084444803,-2.084444803,-1.379560087,0.030209345,1.439978777,-0.674675371,0.735094061,1.439978777,0.030209345,0.735094061,0.735094061,0.735094061,0.735094061,0.735094061,0.735094061,0.735094061,-1.379560087,-1.379560087,-1.379560087,-1.379560087,0.030209345,1.439978777,0.030209345,0.735094061,0.735094061,0.735094061,0.735094061,-1.379560087,0.735094061,0.735094061,1.439978777,0.735094061,0.030209345,0.030209345,0.030209345,-2.084444803,-1.379560087,1.439978777,-0.674675371,0.030209345,0.030209345,-1.379560087,-1.379560087,-0.674675371,0.030209345,-0.674675371,-0.674675371,-0.674675371,-1.379560087,0.735094061,0.030209345,0.735094061,0.030209345,1.439978777,-0.674675371,-0.674675371,0.030209345,-0.674675371,1.439978777,1.439978777,-0.674675371,-1.379560087,0.735094061,1.439978777,1.439978777,0.030209345,0.030209345,0.030209345,0.030209345
JE64,18,25,Int,Jordan,5,5,7,7,7,6,5,6,5,7,7,7,5,1,1,3,2,1,5,4,6,4,6,6,5,5,5,6,5,5,5,6,5,6,5,5,6,3,6,3,3,1,3,3,1,3,3,1,6,5,3,3,3,2,5,3,3,3,2,1,3,5,2,3,2,3,7,3,2,2,3,1,-0.518774972,-0.518774972,-1.586841091,-1.586841091,-1.586841091,-1.052808031,-0.518774972,-1.052808031,-0.518774972,-1.586841091,-1.586841091,-1.586841091,-0.518774972,1.617357265,1.617357265,0.549291147,1.083324206,1.617357265,-0.518774972,0.015258087,-1.052808031,0.015258087,-1.052808031,-1.052808031,-0.518774972,-0.518774972,-0.518774972,-1.052808031,-0.518774972,-0.518774972,-0.518774972,-1.052808031,-0.518774972,-1.052808031,-0.518774972,-0.518774972,-1.052808031,0.549291147,-1.052808031,0.549291147,0.549291147,1.617357265,0.549291147,0.549291147,1.617357265,0.549291147,0.549291147,1.617357265,-1.052808031,-0.518774972,0.549291147,0.549291147,0.549291147,1.083324206,-0.518774972,0.549291147,0.549291147,0.549291147,1.083324206,1.617357265,0.549291147,-0.518774972,1.083324206,0.549291147,1.083324206,0.549291147,-1.586841091,0.549291147,1.083324206,1.083324206,0.549291147,1.617357265
JE68,23,25,Int,Jordan,7,7,7,4,5,4,3,3,5,2,5,1,4,4,4,3,3,1,2,5,4,5,5,4,3,7,2,7,7,6,7,5,7,6,3,7,7,7,3,6,4,5,1,1,1,1,4,3,1,3,1,1,3,7,1,3,1,2,1,1,2,5,3,1,1,5,5,5,2,7,3,7,-1.547484439,-1.547484439,-1.547484439,-0.10955642,-0.58886576,-0.10955642,0.369752919,0.369752919,-0.58886576,0.849062259,-0.58886576,1.328371598,-0.10955642,-0.10955642,-0.10955642,0.369752919,0.369752919,1.328371598,0.849062259,-0.58886576,-0.10955642,-0.58886576,-0.58886576,-0.10955642,0.369752919,-1.547484439,0.849062259,-1.547484439,-1.547484439,-1.068175099,-1.547484439,-0.58886576,-1.547484439,-1.068175099,0.369752919,-1.547484439,-1.547484439,-1.547484439,0.369752919,-1.068175099,-0.10955642,-0.58886576,1.328371598,1.328371598,1.328371598,1.328371598,-0.10955642,0.369752919,1.328371598,0.369752919,1.328371598,1.328371598,0.369752919,-1.547484439,1.328371598,0.369752919,1.328371598,0.849062259,1.328371598,1.328371598,0.849062259,-0.58886576,0.369752919,1.328371598,1.328371598,-0.58886576,-0.58886576,-0.58886576,0.849062259,-1.547484439,0.369752919,-1.547484439
JE29,19,27,Int,Jordan,5,3,3,4,4,3,3,7,3,4,4,2,5,4,5,5,6,3,2,3,3,5,5,5,2,3,5,5,5,4,5,7,2,4,3,2,2,4,5,3,3,3,3,6,3,4,2,3,3,5,3,7,3,3,3,5,3,4,1,3,3,4,3,2,4,3,3,5,2,3,3,2,-1.027860999,0.502995808,0.502995808,-0.262432595,-0.262432595,0.502995808,0.502995808,-2.558717805,0.502995808,-0.262432595,-0.262432595,1.268424211,-1.027860999,-0.262432595,-1.027860999,-1.027860999,-1.793289402,0.502995808,1.268424211,0.502995808,0.502995808,-1.027860999,-1.027860999,-1.027860999,1.268424211,0.502995808,-1.027860999,-1.027860999,-1.027860999,-0.262432595,-1.027860999,-2.558717805,1.268424211,-0.262432595,0.502995808,1.268424211,1.268424211,-0.262432595,-1.027860999,0.502995808,0.502995808,0.502995808,0.502995808,-1.793289402,0.502995808,-0.262432595,1.268424211,0.502995808,0.502995808,-1.027860999,0.502995808,-2.558717805,0.502995808,0.502995808,0.502995808,-1.027860999,0.502995808,-0.262432595,2.033852614,0.502995808,0.502995808,-0.262432595,0.502995808,1.268424211,-0.262432595,0.502995808,0.502995808,-1.027860999,1.268424211,0.502995808,0.502995808,1.268424211
JE59,23,27,Int,Jordan,2,6,5,4,4,4,3,7,4,2,4,5,4,2,3,4,4,4,5,5,4,5,6,6,7,6,7,7,7,7,7,7,6,7,7,6,7,7,7,7,4,6,4,1,1,1,6,4,3,6,2,7,2,5,3,5,1,1,1,3,1,5,4,4,4,3,5,7,7,5,7,3,1.348061502,-0.703336436,-0.190486951,0.322362533,0.322362533,0.322362533,0.835212018,-1.21618592,0.322362533,1.348061502,0.322362533,-0.190486951,0.322362533,1.348061502,0.835212018,0.322362533,0.322362533,0.322362533,-0.190486951,-0.190486951,0.322362533,-0.190486951,-0.703336436,-0.703336436,-1.21618592,-0.703336436,-1.21618592,-1.21618592,-1.21618592,-1.21618592,-1.21618592,-1.21618592,-0.703336436,-1.21618592,-1.21618592,-0.703336436,-1.21618592,-1.21618592,-1.21618592,-1.21618592,0.322362533,-0.703336436,0.322362533,1.860910987,1.860910987,1.860910987,-0.703336436,0.322362533,0.835212018,-0.703336436,1.348061502,-1.21618592,1.348061502,-0.190486951,0.835212018,-0.190486951,1.860910987,1.860910987,1.860910987,0.835212018,1.860910987,-0.190486951,0.322362533,0.322362533,0.322362533,0.835212018,-0.190486951,-1.21618592,-1.21618592,-0.190486951,-1.21618592,0.835212018
JE41,19,29,Int,Jordan,4,3,2,3,4,4,4,4,3,4,4,3,4,3,3,3,3,3,4,4,4,5,5,4,4,5,1,5,5,2,5,4,3,3,2,2,3,3,2,3,4,3,4,3,2,4,3,4,1,4,2,4,4,3,3,4,3,3,2,3,3,2,4,4,4,1,4,5,2,5,3,4,-0.62254275,0.36786617,1.358275091,0.36786617,-0.62254275,-0.62254275,-0.62254275,-0.62254275,0.36786617,-0.62254275,-0.62254275,0.36786617,-0.62254275,0.36786617,0.36786617,0.36786617,0.36786617,0.36786617,-0.62254275,-0.62254275,-0.62254275,-1.61295167,-1.61295167,-0.62254275,-0.62254275,-1.61295167,2.348684011,-1.61295167,-1.61295167,1.358275091,-1.61295167,-0.62254275,0.36786617,0.36786617,1.358275091,1.358275091,0.36786617,0.36786617,1.358275091,0.36786617,-0.62254275,0.36786617,-0.62254275,0.36786617,1.358275091,-0.62254275,0.36786617,-0.62254275,2.348684011,-0.62254275,1.358275091,-0.62254275,-0.62254275,0.36786617,0.36786617,-0.62254275,0.36786617,0.36786617,1.358275091,0.36786617,0.36786617,1.358275091,-0.62254275,-0.62254275,-0.62254275,2.348684011,-0.62254275,-1.61295167,1.358275091,-1.61295167,0.36786617,-0.62254275
JE63,19,29,Int,Jordan,7,6,6,5,4,5,4,4,1,2,4,5,3,4,2,4,2,2,2,2,5,5,5,2,5,6,5,6,5,5,5,5,4,5,2,5,7,7,7,3,1,1,1,2,1,1,1,1,1,3,5,7,7,3,2,3,5,3,1,1,2,1,2,2,2,1,2,2,3,3,2,2,-1.961858838,-1.425413062,-1.425413062,-0.888967286,-0.35252151,-0.888967286,-0.35252151,-0.35252151,1.256815818,0.720370042,-0.35252151,-0.888967286,0.183924266,-0.35252151,0.720370042,-0.35252151,0.720370042,0.720370042,0.720370042,0.720370042,-0.888967286,-0.888967286,-0.888967286,0.720370042,-0.888967286,-1.425413062,-0.888967286,-1.425413062,-0.888967286,-0.888967286,-0.888967286,-0.888967286,-0.35252151,-0.888967286,0.720370042,-0.888967286,-1.961858838,-1.961858838,-1.961858838,0.183924266,1.256815818,1.256815818,1.256815818,0.720370042,1.256815818,1.256815818,1.256815818,1.256815818,1.256815818,0.183924266,-0.888967286,-1.961858838,-1.961858838,0.183924266,0.720370042,0.183924266,-0.888967286,0.183924266,1.256815818,1.256815818,0.720370042,1.256815818,0.720370042,0.720370042,0.720370042,1.256815818,0.720370042,0.720370042,0.183924266,0.183924266,0.720370042,0.720370042
JE36,21,31,Adv,Jordan,4,7,4,4,5,6,4,6,5,5,6,5,5,3,5,3,4,3,6,4,5,7,5,7,5,3,5,5,6,5,7,6,6,6,4,7,6,5,4,4,6,6,4,3,1,6,5,1,1,5,6,5,6,5,7,6,1,1,1,5,5,5,5,4,5,4,7,5,6,5,7,5,0.503862114,-1.419975048,0.503862114,0.503862114,-0.13741694,-0.778695994,0.503862114,-0.778695994,-0.13741694,-0.13741694,-0.778695994,-0.13741694,-0.13741694,1.145141168,-0.13741694,1.145141168,0.503862114,1.145141168,-0.778695994,0.503862114,-0.13741694,-1.419975048,-0.13741694,-1.419975048,-0.13741694,1.145141168,-0.13741694,-0.13741694,-0.778695994,-0.13741694,-1.419975048,-0.778695994,-0.778695994,-0.778695994,0.503862114,-1.419975048,-0.778695994,-0.13741694,0.503862114,0.503862114,-0.778695994,-0.778695994,0.503862114,1.145141168,2.427699276,-0.778695994,-0.13741694,2.427699276,2.427699276,-0.13741694,-0.778695994,-0.13741694,-0.778695994,-0.13741694,-1.419975048,-0.778695994,2.427699276,2.427699276,2.427699276,-0.13741694,-0.13741694,-0.13741694,-0.13741694,0.503862114,-0.13741694,0.503862114,-1.419975048,-0.13741694,-0.778695994,-0.13741694,-1.419975048,-0.13741694
JE14,22,32,Adv,Jordan,1,4,4,4,3,4,3,4,7,5,5,4,3,5,4,1,3,3,4,2,3,5,1,2,3,1,6,6,6,5,4,5,4,4,4,4,5,4,3,4,5,4,3,2,4,4,1,4,6,4,4,2,3,4,5,4,5,5,5,4,3,2,4,4,5,4,4,4,3,4,4,3,2.301570718,-0.127222502,-0.127222502,-0.127222502,0.682375238,-0.127222502,0.682375238,-0.127222502,-2.556015722,-0.936820242,-0.936820242,-0.127222502,0.682375238,-0.936820242,-0.127222502,2.301570718,0.682375238,0.682375238,-0.127222502,1.491972978,0.682375238,-0.936820242,2.301570718,1.491972978,0.682375238,2.301570718,-1.746417982,-1.746417982,-1.746417982,-0.936820242,-0.127222502,-0.936820242,-0.127222502,-0.127222502,-0.127222502,-0.127222502,-0.936820242,-0.127222502,0.682375238,-0.127222502,-0.936820242,-0.127222502,0.682375238,1.491972978,-0.127222502,-0.127222502,2.301570718,-0.127222502,-1.746417982,-0.127222502,-0.127222502,1.491972978,0.682375238,-0.127222502,-0.936820242,-0.127222502,-0.936820242,-0.936820242,-0.936820242,-0.127222502,0.682375238,1.491972978,-0.127222502,-0.127222502,-0.936820242,-0.127222502,-0.127222502,-0.127222502,0.682375238,-0.127222502,-0.127222502,0.682375238
JE38,21,32,Adv,Jordan,6,6,6,6,6,6,6,5,6,6,5,6,3,5,3,3,3,7,4,4,5,5,4,6,6,5,6,5,7,7,7,4,5,5,5,4,7,6,6,6,1,1,6,1,1,6,4,6,1,6,5,7,7,4,4,1,1,1,1,5,5,5,4,4,5,3,6,5,4,5,6,2,-0.763987314,-0.763987314,-0.763987314,-0.763987314,-0.763987314,-0.763987314,-0.763987314,-0.206913231,-0.763987314,-0.763987314,-0.206913231,-0.763987314,0.907234936,-0.206913231,0.907234936,0.907234936,0.907234936,-1.321061398,0.350160852,0.350160852,-0.206913231,-0.206913231,0.350160852,-0.763987314,-0.763987314,-0.206913231,-0.763987314,-0.206913231,-1.321061398,-1.321061398,-1.321061398,0.350160852,-0.206913231,-0.206913231,-0.206913231,0.350160852,-1.321061398,-0.763987314,-0.763987314,-0.763987314,2.021383102,2.021383102,-0.763987314,2.021383102,2.021383102,-0.763987314,0.350160852,-0.763987314,2.021383102,-0.763987314,-0.206913231,-1.321061398,-1.321061398,0.350160852,0.350160852,2.021383102,2.021383102,2.021383102,2.021383102,-0.206913231,-0.206913231,-0.206913231,0.350160852,0.350160852,-0.206913231,0.907234936,-0.763987314,-0.206913231,0.350160852,-0.206913231,-0.763987314,1.464309019
JE45,22,34,Adv,Jordan,2,4,4,4,3,7,3,4,6,2,3,6,1,3,5,4,3,2,6,3,1,4,4,7,7,2,5,2,2,5,2,4,7,4,5,6,4,6,7,4,4,5,4,1,1,2,5,2,6,6,1,3,6,3,2,2,5,5,1,5,5,2,3,4,3,4,6,2,6,3,5,6,1.098588059,-0.040688447,-0.040688447,-0.040688447,0.528949806,-1.749603206,0.528949806,-0.040688447,-1.179964953,1.098588059,0.528949806,-1.179964953,1.668226312,0.528949806,-0.6103267,-0.040688447,0.528949806,1.098588059,-1.179964953,0.528949806,1.668226312,-0.040688447,-0.040688447,-1.749603206,-1.749603206,1.098588059,-0.6103267,1.098588059,1.098588059,-0.6103267,1.098588059,-0.040688447,-1.749603206,-0.040688447,-0.6103267,-1.179964953,-0.040688447,-1.179964953,-1.749603206,-0.040688447,-0.040688447,-0.6103267,-0.040688447,1.668226312,1.668226312,1.098588059,-0.6103267,1.098588059,-1.179964953,-1.179964953,1.668226312,0.528949806,-1.179964953,0.528949806,1.098588059,1.098588059,-0.6103267,-0.6103267,1.668226312,-0.6103267,-0.6103267,1.098588059,0.528949806,-0.040688447,0.528949806,-0.040688447,-1.179964953,1.098588059,-1.179964953,0.528949806,-0.6103267,-1.179964953
JE53,22,35,Adv,Jordan,7,5,7,7,6,6,3,7,4,7,6,4,7,2,5,7,7,7,7,7,7,7,7,3,6,7,7,7,7,7,7,7,4,7,7,7,4,7,7,6,6,1,1,6,1,5,1,5,6,1,4,3,6,3,3,1,1,1,1,3,6,6,1,1,1,2,2,2,4,5,2,6,-0.975841056,-0.116609938,-0.975841056,-0.975841056,-0.546225497,-0.546225497,0.742621181,-0.975841056,0.313005622,-0.975841056,-0.546225497,0.313005622,-0.975841056,1.172236741,-0.116609938,-0.975841056,-0.975841056,-0.975841056,-0.975841056,-0.975841056,-0.975841056,-0.975841056,-0.975841056,0.742621181,-0.546225497,-0.975841056,-0.975841056,-0.975841056,-0.975841056,-0.975841056,-0.975841056,-0.975841056,0.313005622,-0.975841056,-0.975841056,-0.975841056,0.313005622,-0.975841056,-0.975841056,-0.546225497,-0.546225497,1.6018523,1.6018523,-0.546225497,1.6018523,-0.116609938,1.6018523,-0.116609938,-0.546225497,1.6018523,0.313005622,0.742621181,-0.546225497,0.742621181,0.742621181,1.6018523,1.6018523,1.6018523,1.6018523,0.742621181,-0.546225497,-0.546225497,1.6018523,1.6018523,1.6018523,1.172236741,1.172236741,1.172236741,0.313005622,-0.116609938,1.172236741,-0.546225497
